date,sender_id,username,message
2026-01-29 01:52:55+00:00,6628678400,,dan bagus
2026-01-29 01:52:53+00:00,6628678400,,keluar
2026-01-29 01:52:51+00:00,6628678400,,keuangannya udh keluab
2026-01-29 01:52:29+00:00,2099694154,meongbae,Dewa gw dari fp 80%an menuju 0 ini😭
2026-01-29 01:45:38+00:00,5403734971,yopss3390,Dan Yap arb kembali
2026-01-29 01:45:25+00:00,7814415325,,Satu negara bang
2026-01-29 01:45:10+00:00,6106568126,Tttqabd,wkwkw
2026-01-29 01:45:07+00:00,6106568126,Tttqabd,pucuk mah 2300 bang
2026-01-29 01:44:48+00:00,5299892699,,Sy malah beli di pucuk 🤣 1.400 an
2026-01-29 01:38:49+00:00,7991300083,,Tinggal dikasi music
2026-01-29 01:26:05+00:00,6984255583,,hari ini arb lagi kah?
2026-01-29 01:22:19+00:00,5848200338,,"SAHAM

Apakah aku mencitai saham
Apakah aku membenci saham

Tidak ada kata cinta  untuk saham
Yang ada adalah kenyataan

Saham, siapakah ayah-mu?
Saham, siapah ibu-mu?

Dari-mu aku belajar sabar
Dari-mu aku belajar bertahan
Dari-mu aku belajar kecewa
Dari-mu aku belajar ikhlas
Dari-mu aku belajar take profit
Dari-mu aku belajar cut loss

Engkau ajarkan aku tiga warna
Hijau warna bahagia saat profit
Merah warna derita saat loss
Kuning warna harapan saat suspen

Saham... oh.. saham..."
